molecule_chembl_id,canonical_smiles,standard_value
CHEMBL565700,O=C1C=CC(=O)N1c1ccccc1Cl,214000.0
CHEMBL578977,O=C1C=CC(=O)N1c1cccc(Cl)c1,102000.0
CHEMBL565701,O=C1C=CC(=O)N1c1ccc(Cl)cc1,112000.0
CHEMBL578978,O=C1C=CC(=O)N1c1ccccc1Br,500000.0
CHEMBL583957,O=C1C=CC(=O)N1c1cccc(Br)c1,151000.0
CHEMBL566998,O=C1C=CC(=O)N1c1ccc(Br)cc1,51000.0
CHEMBL566999,O=C1C=CC(=O)N1c1ccccc1I,200000.0
CHEMBL565710,O=C1C=CC(=O)N1c1cccc(I)c1,62000.0
CHEMBL579183,O=C1C=CC(=O)N1c1ccc(I)cc1,60000.0
CHEMBL567440,O=C1C=CC(=O)N1c1ccccc1-c1ccccc1,180000.0
CHEMBL567622,O=C1C=CC(=O)N1c1cccc(-c2ccccc2)c1,49000.0
CHEMBL567545,O=C1C=CC(=O)N1c1ccc(-c2ccccc2)cc1,5890.0
CHEMBL388979,O=C1C=CC(=O)N1Cc1ccccc1,186000.0
CHEMBL223342,O=C1C=CC(=O)N1CCc1ccccc1,249000.0
CHEMBL261635,O=C1C=CC(=O)N1CCCCc1ccccc1,85000.0
CHEMBL576626,CCc1ccc(CN2C(=O)C=CC2=O)cc1,123000.0
CHEMBL576859,O=C1C=CC(=O)N1Cc1ccc(-c2ccccc2)cc1,16600.0
CHEMBL47299,CCCCCCCCCN1C(=O)C=CC1=O,40700.0
CHEMBL573689,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,37200.0
CHEMBL576594,O=C1C=CC(=O)N1c1ccc(N2C(=O)C=CC2=O)cc1,13490.0
CHEMBL565711,O=C1C=CC(=O)N1Cc1ccc(CN2C(=O)C=CC2=O)cc1,16600.0
CHEMBL478304,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,10700.0
CHEMBL567436,O=C1C=CC(=O)N1CCCCN1C(=O)C=CC1=O,8320.0
CHEMBL567422,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O,18200.0
CHEMBL76012,O=C1C=CC(=O)N1c1ccccc1,229000.0
CHEMBL567610,CC1=C(C)C(=O)N(c2ccccc2)C1=O,206000.0
CHEMBL561924,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCN1C(=O)C=CC1=O,2180.0
CHEMBL77767,O=C(Nc1cccc(-c2ccccc2)c1)OC1CCCCC1,5650.0
CHEMBL509860,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1,37.3
CHEMBL576786,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,4000.0
CHEMBL567865,CC(=O)O[C@@H]1[C@@H]([C@@H](C)O)C(=O)N1C(=O)CCc1ccccc1,223600.0
CHEMBL565287,CC(=O)O[C@@H]1[C@@H]([C@@H](C)O)C(=O)N1C(=O)CCCc1ccccc1,182800.0
CHEMBL565482,C=CCCC(=O)N1C(=O)[C@H]([C@@H](C)O)[C@H]1OC(C)=O,537000.0
CHEMBL565483,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)CCc2ccccc2)C(=O)N1C(=O)CCc1ccccc1,2020.0
CHEMBL568274,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)CCCc2ccccc2)C(=O)N1C(=O)CCc1ccccc1,960.0
CHEMBL584965,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)Cc2ccc(-c3ccccc3)cc2)C(=O)N1C(=O)CCc1ccccc1,826.0
CHEMBL571503,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)CCc2ccccc2)C(=O)N1C(=O)CCCc1ccccc1,5120.0
CHEMBL571504,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)CCCc2ccccc2)C(=O)N1C(=O)CCCc1ccccc1,3120.0
CHEMBL565669,CC(=O)O[C@@H]1[C@@H]([C@@H](C)OC(=O)Cc2ccc(-c3ccccc3)cc2)C(=O)N1C(=O)CCCc1ccccc1,708.0
CHEMBL560889,C=CCCC(=O)O[C@H](C)[C@H]1C(=O)N(C(=O)CCC=C)[C@@H]1OC(C)=O,1900.0
CHEMBL570578,C[C@@H](O)[C@@H]1CN(C(=O)CCc2ccccc2)C1=O,408700.0
CHEMBL571726,C=CCCC(=O)N1C[C@@H]([C@@H](C)O)C1=O,7900.0
CHEMBL583407,C[C@@H](OC(=O)CCc1ccccc1)[C@@H]1CN(C(=O)CCc2ccccc2)C1=O,157.0
CHEMBL569404,C[C@@H](OC(=O)CCCc1ccccc1)[C@@H]1CN(C(=O)CCc2ccccc2)C1=O,49.0
CHEMBL569405,C[C@@H](OC(=O)CCCCc1ccccc1)[C@@H]1CN(C(=O)CCc2ccccc2)C1=O,91.0
CHEMBL569642,C[C@@H](OC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H]1CN(C(=O)CCc2ccccc2)C1=O,50.0
CHEMBL570347,C[C@@H](OC(=O)CCc1ccccc1)[C@@H]1CN(C(=O)CCCc2ccccc2)C1=O,57.0
CHEMBL565670,C[C@@H](OC(=O)CCCc1ccccc1)[C@@H]1CN(C(=O)CCCc2ccccc2)C1=O,30.0
CHEMBL570579,C[C@@H](OC(=O)CCCCc1ccccc1)[C@@H]1CN(C(=O)CCCc2ccccc2)C1=O,45.0
CHEMBL571727,C[C@@H](OC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H]1CN(C(=O)CCCc2ccccc2)C1=O,32.0
CHEMBL569878,C[C@@H](OC(=O)CCCc1ccccc1)[C@@H]1CN(C(=O)CCCCc2ccccc2)C1=O,449.0
CHEMBL569879,C[C@@H](OC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H]1CN(C(=O)CCCCc2ccccc2)C1=O,236.0
CHEMBL2151432,C=CCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)CCCc2ccccc2)C1=O,5.0
CHEMBL570127,C=CCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)Cc2ccc(-c3ccccc3)cc2)C1=O,12.0
CHEMBL576713,C=CCCC(=O)O[C@H](C)[C@@H]1CN(C(=O)CCC=C)C1=O,98.0
CHEMBL571724,C=CCCCC(=O)O[C@H](C)[C@@H]1CN(C(=O)CCC=C)C1=O,32.0
CHEMBL570331,C=CCCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)CCCc2ccccc2)C1=O,10.0
CHEMBL585920,C=CCCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)Cc2ccc(-c3ccccc3)cc2)C1=O,14.0
CHEMBL570342,C[C@@H](OC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H]1CNC1=O,6500.0
CHEMBL571495,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCN1C(=O)CCC1=O,2187.76
CHEMBL570812,COc1nn(-c2ccc(NC(=O)OCc3ccccc3)c(C)c2)c(=O)o1,77.62
CHEMBL570577,CCN(CC)SSN(CC)CC,1000000.0
CHEMBL573921,C1CCN(SSN2CCCCC2)CC1,1000000.0
CHEMBL582932,C1CN(SSN2CCOCC2)CCO1,1000000.0
CHEMBL571701,CN(C)C(=S)SC(=S)N1CCOCC1,1000000.0
CHEMBL571700,CN(C)C(=S)SC(=S)N(C)C,1000000.0
CHEMBL583322,S=C(CSC(=S)N1CCOCC1)N1CCOCC1,1000000.0
CHEMBL582931,CCN(CC)C(=S)CSC(=S)N(CC)CC,1000000.0
CHEMBL565454,O=C(CSC(=S)N1CCOCC1)N1CCOCC1,1000000.0
CHEMBL569414,CCN(CC)C(=O)CSC(=S)N(CC)CC,1000000.0
CHEMBL1745,CCN(CC)C(=S)SC,1000000.0
CHEMBL584158,CSC(=S)N1CCOCC1,1000000.0
CHEMBL570228,CN1CCN(C(=S)SCSC(=S)N2CCN(C)CC2)CC1,1000000.0
CHEMBL570341,S=C(SCSC(=S)N1CCOCC1)N1CCOCC1,1000000.0
CHEMBL570813,CCN(CC)C(=S)SCSC(=S)N(CC)CC,1000000.0
CHEMBL585179,S=C(SSC(=S)N1CCCCCC1)N1CCCCCC1,1000000.0
CHEMBL567397,CCCCCCCCCCCCCCCCN(CC)C(=S)SSC(=S)N(CC)CCCCCCCCCCCCCC,1000000.0
CHEMBL120082,S=C(SSC(=S)N(Cc1ccccc1)Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,1000000.0
CHEMBL583524,S=C(SSC(=S)N1CCc2ccccc2C1)N1CCc2ccccc2C1,1000000.0
CHEMBL578805,CCN(Cc1ccccc1)C(=S)SSC(=S)N(CC)Cc1ccccc1,1000000.0
CHEMBL571274,CN(Cc1ccccc1)C(=S)SSC(=S)N(C)Cc1ccccc1,1000000.0
CHEMBL570340,S=C(SSC(=S)N1CCCc2ccccc21)N1CCCc2ccccc21,1000000.0
CHEMBL570804,CN(C(=S)SSC(=S)N(C)c1ccccc1)c1ccccc1,33884.42
CHEMBL576697,CN(C(=S)SSC(=S)N(C)C1CCCCC1)C1CCCCC1,4786.3
CHEMBL570572,S=C(SSC(=S)N1CCN(Cc2ccccc2)CC1)N1CCN(Cc2ccccc2)CC1,169824.37
CHEMBL569626,S=C(SSC(=S)N1CCN(c2ccccc2)CC1)N1CCN(c2ccccc2)CC1,134896.29
CHEMBL570565,S=C(SSC(=S)N1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,1000000.0
CHEMBL571699,CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1,199526.23
CHEMBL573920,S=C(SSC(=S)N1CCSCC1)N1CCSCC1,25118.86
CHEMBL121556,S=C(SSC(=S)N1CCOCC1)N1CCOCC1,79432.82
CHEMBL583000,S=C(SSC(=S)N1CCC(Cc2ccccc2)CC1)N1CCC(Cc2ccccc2)CC1,1000000.0
CHEMBL571273,CC1CCCC(C)N1C(=S)SSC(=S)N1C(C)CCCC1C,1000000.0
CHEMBL576671,CC1CCN(C(=S)SSC(=S)N2CCC(C)CC2)CC1,1000000.0
CHEMBL121516,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,1000000.0
CHEMBL583959,S=C(SSC(=S)N1CCCC1)N1CCCC1,1000000.0
CHEMBL120563,CN(C)C(=S)SSC(=S)N(C)C,44668.36
CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,363078.05
CHEMBL597924,CCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,340.0
CHEMBL610774,CCCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,28.0
CHEMBL597029,CCCCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,19.0
CHEMBL597030,CCCCOc1ccc(C(CC)NC(=O)Oc2ccccc2F)cc1,7.7
CHEMBL609024,CCCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,15.0
CHEMBL599488,CCCCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,13.0
CHEMBL599489,CCCCOc1ccc(C(CC)NC(=O)Oc2cccc(C(F)(F)F)c2)cc1,51.0
CHEMBL599283,CCCCOc1ccc(C(CC)NC(=O)Oc2cccc(N(C)C)c2)cc1,54.0
CHEMBL599284,CCCCOc1ccc(C(CC)NC(=O)Oc2ccc(F)cc2F)cc1,21.0
CHEMBL604388,CCCCOc1ccc(C(CC)NC(=O)Oc2ccc(F)cc2)cc1,12.0
CHEMBL591447,CCCCOc1ccc(C(CC)NC(=O)Oc2ccc(OC)cc2)cc1,12.0
CHEMBL597064,CCCCOc1ccc(C(CC)NC(=O)Oc2ccccc2)cc1,12.0
CHEMBL597272,CCCCOc1ccc(CNC(=O)Oc2cccc(C(F)(F)F)c2)cc1,40.0
CHEMBL596874,CCCCOc1ccc(CNC(=O)Oc2cccc(Cl)c2)cc1,12.0
CHEMBL596875,CCCCOc1ccc(CNC(=O)Oc2ccc(F)cc2F)cc1,8.7
CHEMBL596876,CCCCOc1ccc(CNC(=O)Oc2ccccc2F)cc1,9.2
CHEMBL596877,CCCCOc1ccc(CNC(=O)Oc2cccnc2)cc1,6.1
CHEMBL607558,CCCCOc1ccc(CNC(=O)Oc2ccc(F)cc2)cc1,4.6
CHEMBL591682,CCOc1ccc(NC(=O)ON=C(C)C)cc1,730.0
CHEMBL609315,CCCOc1ccc(NC(=O)ON=C(C)C)cc1,210.0
CHEMBL597086,CCCCOc1ccc(NC(=O)ON=C(C)C)cc1,28.0
CHEMBL597087,CCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,28.0
CHEMBL597088,CCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,18.0
CHEMBL597294,CCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,8.4
CHEMBL597295,CCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,2.4
CHEMBL597014,CCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,2.1
CHEMBL597215,CCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,2.2
CHEMBL597216,CCCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,4.9
CHEMBL599357,CCCCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,5.0
CHEMBL599469,COc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,290.0
CHEMBL599470,CCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,81.0
CHEMBL592635,CCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,9.3
CHEMBL598243,CCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,8.5
CHEMBL598244,CCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,3.5
CHEMBL598245,CCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,8.0
CHEMBL597228,CCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,8.6
CHEMBL597229,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,0.43
CHEMBL597430,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,0.25
CHEMBL597431,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,0.35
CHEMBL586217,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,0.45
CHEMBL596617,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,2.4
CHEMBL592871,CCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,46.0
CHEMBL599276,CCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,13.0
CHEMBL598046,CCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,2.2
CHEMBL598047,CCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,1.8
CHEMBL610214,CCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,6.5
CHEMBL598048,CCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,2.3
CHEMBL597647,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,0.27
CHEMBL597648,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,0.2
CHEMBL596658,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,0.25
CHEMBL596659,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,0.4
CHEMBL608147,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,2.1
CHEMBL598343,CCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,150.0
CHEMBL598545,CCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,29.0
CHEMBL597445,CCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,14.0
CHEMBL597728,CCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,6.1
CHEMBL597729,CCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,8.3
CHEMBL605005,CCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,2.3
CHEMBL598556,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,0.8
CHEMBL598557,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,0.65
CHEMBL598558,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,0.35
CHEMBL598764,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,0.15
CHEMBL597940,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,0.35
CHEMBL598139,CCCCOc1ccc(NC(=O)ON=C(C)C)cc1OC,11000.0
CHEMBL597130,CCCCOc1cccc(NC(=O)ON=C(C)C)c1,6300.0
CHEMBL597131,CCCCOc1ccc(CNC(=O)ON=C(C)C)cc1,570.0
CHEMBL599179,O=C(Nc1ccc(Oc2ccccc2)cc1)Oc1ccccc1F,1300.0
CHEMBL599180,CCc1ccc(-c2ccc(NC(=O)Oc3ccccc3F)cc2)cc1,810.0
CHEMBL599181,CCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,31.0
CHEMBL599381,CCCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,8.6
CHEMBL598572,CCCCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,5.4
CHEMBL592771,CCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,1.4
CHEMBL597923,CCCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,1.0
CHEMBL592772,CCCCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2)cc1,1.8
CHEMBL590243,CCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,710.0
CHEMBL591825,CCCCCCCCCCOc1ccc(NC(=O)Oc2ccccc2F)cc1,9.2
CHEMBL591826,CCCCOc1ccc(NC(=O)Oc2ccc(F)cc2)cc1,120.0
CHEMBL1079421,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,377.0
CHEMBL1079935,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1340.0
CHEMBL1241153,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.[Na+],380189.4
CHEMBL1242893,CC(C)Cc1ccc(C(C)C(=O)n2nnc3ccccc32)cc1,27542.29
CHEMBL1241154,CON(C)C(=O)C(C)c1ccc(CC(C)C)cc1,64565.42
CHEMBL1241251,CC(C)Cc1ccc(C(C)C(=O)C2SCCCS2)cc1,1380.38
CHEMBL1241254,CC(C)Cc1ccc(C(C)C(=O)C[N+](=O)[O-])cc1,35481.34
CHEMBL1241280,CC(C)Cc1ccc(C(C)C(=O)/C=N/O)cc1,56234.13
CHEMBL1241281,CC(C)Cc1ccc(C(C)C(=O)CCl)cc1,3548.13
CHEMBL370925,CC(C(=O)O)c1ccccc1,1230268.77
CHEMBL1241252,CC(C(=O)C1SCCCS1)c1ccccc1,100000.0
CHEMBL1241253,O=C(Cc1ccccc1)C1SCCCS1,46773.51
CHEMBL1242894,Cc1cccc(NC(=O)C(C)c2ccc(CC(C)C)cc2)n1,8317.64
CHEMBL1651534,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,7.2
CHEMBL1761301,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4ccc(Cl)s4)n3)C2)c2ncccc21,1.0
CHEMBL1761302,O=c1n(CC(F)(F)F)c2cccnc2n1[C@H]1CCCN(c2nccc(-c3ccc(Cl)s3)n2)C1,2.0
CHEMBL1761303,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2ncccc21,2.0
CHEMBL1761455,Cc1c(C2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc2n1CC#N,2.0
CHEMBL1761457,Cc1c([C@@H]2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc2n1CCO,2.0
CHEMBL1761456,Cc1c(C2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc2n1CCO,3.0
CHEMBL1761279,O=C(Nc1ccccc1F)N1CCC2(CC1)OCc1cc(Br)ccc1O2,5.0
CHEMBL1761307,Cc1[nH]c2ncccc2c1C1CCCN(c2nccc(-c3cc4ccccc4s3)n2)C1,5.0
CHEMBL1761285,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ncccc21,6.0
CHEMBL1761284,CCn1c(=O)n([C@@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ncccc21,9.0
CHEMBL1761305,Cn1cc(C2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc21,9.0
CHEMBL1761306,N#CCn1cc(C2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc21,9.0
CHEMBL1761291,CCn1c(=O)n([C@H]2CCCN(c3cc(-c4cc5ccccc5o4)nc(N)n3)C2)c2ncccc21,10.0
CHEMBL1761295,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4ccc(F)cc4)n3)C2)c2ccccc21,10.0
CHEMBL1761299,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4ccc(F)cc4)n3)C2)c2ncccc21,10.0
CHEMBL1761308,CCn1c(C)c(C2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc21,11.0
CHEMBL1761304,CCn1c(=O)n([C@H]2CCCN(c3cc(-c4ccc(F)cc4)nc(N)n3)C2)c2ncccc21,14.0
CHEMBL1761283,CCn1c(=O)n(C2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ncccc21,20.0
CHEMBL1761281,Cn1c(=O)n(C2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,30.0
CHEMBL1761282,CCn1c(=O)n(C2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,30.0
CHEMBL1761289,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,30.0
CHEMBL1761296,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4ccc(Cl)cc4)n3)C2)c2ccccc21,30.0
CHEMBL1761300,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cccs4)n3)C2)c2ncccc21,30.0
CHEMBL1761297,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4ccc(C)cc4)n3)C2)c2ccccc21,40.0
CHEMBL1761292,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4ccccc4)n3)C2)c2ncccc21,50.0
CHEMBL1761294,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4cccc(F)c4)n3)C2)c2ccccc21,50.0
CHEMBL1761298,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4ccc(Cl)s4)n3)C2)c2ccccc21,60.0
CHEMBL1761293,CCn1c(=O)n([C@H]2CCCN(c3ccnc(-c4ccccc4F)n3)C2)c2ccccc21,130.0
CHEMBL1761290,CCn1c(=O)n(C2CCCN(c3cc(-c4cc5ccccc5o4)ncn3)C2)c2ncccc21,270.0
CHEMBL1761287,Cn1c(=O)n(C2CCCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,350.0
CHEMBL1761278,O=C(Cc1ccccc1F)N1CCN(c2nc(-c3ccccc3)ns2)CC1,10000.0
CHEMBL1761280,Cn1c(=O)n(C2CCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,10000.0
CHEMBL1761286,Cn1c(=O)n(C2CCN(c3nccc(-c4cc5ccccc5o4)n3)CC2)c2ccccc21,10000.0
CHEMBL1761288,CCn1c(=O)n([C@H]2CCCN(c3ncc(-c4cc5ccccc5o4)cn3)C2)c2ncccc21,10000.0
CHEMBL1761458,Cc1c([C@H]2CCCN(c3nccc(-c4cc5ccccc5s4)n3)C2)c2cccnc2n1CCO,10000.0
CHEMBL1798040,O=C(NCCCc1ccccc1)c1cc(-c2ccc(Br)cc2)on1,251000.0
CHEMBL1798041,O=C(NCCCc1ccccc1)c1cc(-c2ccc(-c3ccccc3)cc2)on1,500.0
CHEMBL1798042,O=C(NCCCc1ccccc1)c1cc(-c2ccc3c(ccc4ccccc43)c2)on1,12600.0
CHEMBL1798044,Cc1ccc(-c2cc(C(=O)NCCCc3ccccc3)no2)cc1,125000.0
CHEMBL1798045,O=C(NCCCc1ccccc1)c1cc(-c2ccc(C(F)(F)F)cc2)on1,25100.0
CHEMBL1798046,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2ccccc2)on1,25100.0
CHEMBL1798047,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2ccc(Br)cc2)on1,39800.0
CHEMBL1798048,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2ccc(-c3ccccc3)cc2)on1,88.0
CHEMBL1798049,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2ccc3ccccc3c2)on1,10000.0
CHEMBL1798050,Cc1ccc(-c2cc(C(=O)NCCc3ccc4c(c3)OCO4)no2)cc1,79400.0
CHEMBL1798051,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2ccc(C(F)(F)F)cc2)on1,20000.0
CHEMBL1798053,O=C(NCCc1ccc2c(c1)OCO2)c1cc(-c2cccc(-c3ccccc3)c2)on1,43800.0
CHEMBL1798054,O=C(NCc1ccccc1)c1cc(-c2ccc(-c3ccccc3)cc2)on1,105000.0
CHEMBL1798055,O=C(NCCc1ccccc1)c1cc(-c2ccc(-c3ccccc3)cc2)on1,70000.0
CHEMBL1795470,O=C(Nc1ccc2c(c1)OCO2)c1cc(-c2ccc(-c3ccccc3)cc2)on1,57500.0
CHEMBL1795471,O=C(NCc1ccc2c(c1)OCO2)c1cc(-c2ccc(-c3ccccc3)cc2)on1,92100.0
CHEMBL1812722,O=C(N1CCC(Oc2ccc(OCc3cccc(F)c3)cc2)CC1)n1ccnc1,0.093
CHEMBL1812721,COc1ccc(N2CCN(C(=O)n3nnc4ccc(N5CCCC5)nc43)CC2)cc1,1.0
CHEMBL1812720,CN(CCCCCl)C(=O)n1cnc(-c2ccccc2)c1,78.0
CHEMBL1812719,O=C(N1CCN(c2cccc(C(F)(F)F)c2)CC1)n1nnc2ccc(-c3ccc(Cl)cc3)nc21,2.0
CHEMBL1812717,CC(C)(O)c1ccc(-c2nc(-c3ccc(F)cc3)oc2Sc2ccc(Cl)cn2)cn1,25.0
CHEMBL1812714,Cn1c(-c2ccccn2)nc(-c2ccc(S(C)(=O)=O)nc2)c1Sc1ccc(Cl)cc1,6.3
CHEMBL1812713,CCN(CC)S(=O)(=O)N1CCc2c(ccnc2Nc2cnc3ccccc3c2)C1,100.0
CHEMBL1812715,CCOc1ccc(-c2cc(NC[C@H](O)c3ccccc3)ncn2)cc1Cl,1.0
CHEMBL1812716,CCn1ccc2cc(-c3ccc4oc(N5Cc6ccccc6C5)nc4c3)ccc21,1.3
CHEMBL1922512,CCCCCCCCN1SCCC1=O,18900.0
CHEMBL1922513,CCCCCCCCn1sc2ccccc2c1=O,35200.0
CHEMBL1922515,O=c1c2ccccc2sn1Cc1ccc(-c2ccccc2)cc1,30000.0
CHEMBL1922517,CCCCCCCCn1oc2ccccc2c1=O,44700.0
CHEMBL1922518,CCCCCCCCOc1noc2ccccc12,31600.0
CHEMBL1922521,CCCCCCCCn1c(=O)oc2ccccc21,129000.0
CHEMBL1922522,CCCCCCCCn1c(=O)sc2ccccc21,309000.0
